cluster,Aroma,Flavor,Aftertaste,Sweetness,Body,Balance,Uniformity,Moisture
0,7.569580152671755,7.523809160305344,7.403343511450381,9.910832061068703,7.523465648854962,7.523244274809161,9.840900763358778,0.08883969465648854
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12
