channelId,name,englishName,affiliation,group,subscriptionCount,videoCount,photo,period,chats,memberChats,uniqueChatters,uniqueMembers,bannedChatters,deletedChats,superChats,uniqueSuperChatters,totalSC,averageSC,totalMessageLength,averageMessageLength,mostFrequentCurrency,mostFrequentColor
UC9XcNoPlGUe9urp1MGDM2wQ,Momo Ch.水蜜もも🍯🍑,Suimitsu Momo,Axel-V,,8110.0,348.0,https://yt3.ggpht.com/_Td25GokXYC8bGmjJMbOVVYPkGWZduiCjO0odl7V575_Tq1TnHiysykAKMFDWewA29s4_h3qmA=s800-c-k-c0x00ffffff-no-rj,2021-08,12959.0,9594.0,312.0,89.0,3.0,0.0,102.0,31.0,70185.0,688.0,4348.0,42.0,JPY,lightblue
UC9XcNoPlGUe9urp1MGDM2wQ,Momo Ch.水蜜もも🍯🍑,Suimitsu Momo,Axel-V,,8110.0,348.0,https://yt3.ggpht.com/_Td25GokXYC8bGmjJMbOVVYPkGWZduiCjO0odl7V575_Tq1TnHiysykAKMFDWewA29s4_h3qmA=s800-c-k-c0x00ffffff-no-rj,2021-09,60682.0,44301.0,586.0,107.0,3.0,1.0,451.0,95.0,246315.0,546.0,14689.0,33.0,JPY,lightblue
UC9XcNoPlGUe9urp1MGDM2wQ,Momo Ch.水蜜もも🍯🍑,Suimitsu Momo,Axel-V,,8110.0,348.0,https://yt3.ggpht.com/_Td25GokXYC8bGmjJMbOVVYPkGWZduiCjO0odl7V575_Tq1TnHiysykAKMFDWewA29s4_h3qmA=s800-c-k-c0x00ffffff-no-rj,2021-10,54729.0,38082.0,558.0,106.0,1.0,0.0,257.0,62.0,109238.0,425.0,11604.0,45.0,JPY,lightblue
UC9XcNoPlGUe9urp1MGDM2wQ,Momo Ch.水蜜もも🍯🍑,Suimitsu Momo,Axel-V,,8110.0,348.0,https://yt3.ggpht.com/_Td25GokXYC8bGmjJMbOVVYPkGWZduiCjO0odl7V575_Tq1TnHiysykAKMFDWewA29s4_h3qmA=s800-c-k-c0x00ffffff-no-rj,2021-11,44923.0,31500.0,505.0,114.0,2.0,1.0,604.0,105.0,460067.0,761.0,19843.0,34.0,JPY,lightblue
UC9XcNoPlGUe9urp1MGDM2wQ,Momo Ch.水蜜もも🍯🍑,Suimitsu Momo,Axel-V,,8110.0,348.0,https://yt3.ggpht.com/_Td25GokXYC8bGmjJMbOVVYPkGWZduiCjO0odl7V575_Tq1TnHiysykAKMFDWewA29s4_h3qmA=s800-c-k-c0x00ffffff-no-rj,2021-12,54231.0,41190.0,530.0,113.0,0.0,1.0,473.0,104.0,383169.0,810.0,17543.0,38.0,JPY,lightblue
UC9XcNoPlGUe9urp1MGDM2wQ,Momo Ch.水蜜もも🍯🍑,Suimitsu Momo,Axel-V,,8110.0,348.0,https://yt3.ggpht.com/_Td25GokXYC8bGmjJMbOVVYPkGWZduiCjO0odl7V575_Tq1TnHiysykAKMFDWewA29s4_h3qmA=s800-c-k-c0x00ffffff-no-rj,2022-01,34638.0,23574.0,420.0,104.0,2.0,1.0,301.0,70.0,134194.0,445.0,12542.0,41.0,JPY,lightblue
UC9XcNoPlGUe9urp1MGDM2wQ,Momo Ch.水蜜もも🍯🍑,Suimitsu Momo,Axel-V,,8110.0,348.0,https://yt3.ggpht.com/_Td25GokXYC8bGmjJMbOVVYPkGWZduiCjO0odl7V575_Tq1TnHiysykAKMFDWewA29s4_h3qmA=s800-c-k-c0x00ffffff-no-rj,2022-02,26689.0,21353.0,326.0,96.0,0.0,0.0,262.0,75.0,151434.0,577.0,8043.0,30.0,JPY,lightblue
UC9XcNoPlGUe9urp1MGDM2wQ,Momo Ch.水蜜もも🍯🍑,Suimitsu Momo,Axel-V,,8110.0,348.0,https://yt3.ggpht.com/_Td25GokXYC8bGmjJMbOVVYPkGWZduiCjO0odl7V575_Tq1TnHiysykAKMFDWewA29s4_h3qmA=s800-c-k-c0x00ffffff-no-rj,2022-03,44175.0,35395.0,510.0,104.0,56.0,2.0,235.0,56.0,107098.0,455.0,11196.0,47.0,JPY,lightblue
UC9XcNoPlGUe9urp1MGDM2wQ,Momo Ch.水蜜もも🍯🍑,Suimitsu Momo,Axel-V,,8110.0,348.0,https://yt3.ggpht.com/_Td25GokXYC8bGmjJMbOVVYPkGWZduiCjO0odl7V575_Tq1TnHiysykAKMFDWewA29s4_h3qmA=s800-c-k-c0x00ffffff-no-rj,2022-04,43969.0,32992.0,510.0,104.0,4.0,0.0,202.0,56.0,129296.0,640.0,10219.0,50.0,JPY,green
UC9XcNoPlGUe9urp1MGDM2wQ,Momo Ch.水蜜もも🍯🍑,Suimitsu Momo,Axel-V,,8110.0,348.0,https://yt3.ggpht.com/_Td25GokXYC8bGmjJMbOVVYPkGWZduiCjO0odl7V575_Tq1TnHiysykAKMFDWewA29s4_h3qmA=s800-c-k-c0x00ffffff-no-rj,2022-05,53627.0,44004.0,466.0,124.0,8.0,0.0,281.0,58.0,169333.0,602.0,12149.0,43.0,JPY,lightblue
UC9mf_ZVpouoILRY9NUIaK-w,Rikka ch.律可,Rikkaroid,Hololive,Holostars 1st Gen,209000.0,508.0,https://yt3.ggpht.com/0MLL-S2KKu4PlhedunMhvg4VPJGm6Fpx2C4QV2PWJvkcG1eA6XqUYULUZGqBF2M4iNY7FxBt=s800-c-k-c0x00ffffff-no-nd-rj,2021-03,174949.0,43527.0,10436.0,280.0,0.0,22.0,422.0,245.0,711705.0,1686.0,10843.0,30.0,JPY,green
UC9mf_ZVpouoILRY9NUIaK-w,Rikka ch.律可,Rikkaroid,Hololive,Holostars 1st Gen,209000.0,508.0,https://yt3.ggpht.com/0MLL-S2KKu4PlhedunMhvg4VPJGm6Fpx2C4QV2PWJvkcG1eA6XqUYULUZGqBF2M4iNY7FxBt=s800-c-k-c0x00ffffff-no-nd-rj,2021-04,87805.0,43958.0,5166.0,284.0,0.0,52.0,323.0,176.0,612778.0,1897.0,9020.0,31.0,JPY,green
UC9mf_ZVpouoILRY9NUIaK-w,Rikka ch.律可,Rikkaroid,Hololive,Holostars 1st Gen,209000.0,508.0,https://yt3.ggpht.com/0MLL-S2KKu4PlhedunMhvg4VPJGm6Fpx2C4QV2PWJvkcG1eA6XqUYULUZGqBF2M4iNY7FxBt=s800-c-k-c0x00ffffff-no-nd-rj,2021-05,97789.0,47232.0,5649.0,259.0,1.0,0.0,319.0,163.0,488781.0,1532.0,8276.0,31.0,JPY,yellow
UC9mf_ZVpouoILRY9NUIaK-w,Rikka ch.律可,Rikkaroid,Hololive,Holostars 1st Gen,209000.0,508.0,https://yt3.ggpht.com/0MLL-S2KKu4PlhedunMhvg4VPJGm6Fpx2C4QV2PWJvkcG1eA6XqUYULUZGqBF2M4iNY7FxBt=s800-c-k-c0x00ffffff-no-nd-rj,2021-06,59100.0,33671.0,2741.0,234.0,10.0,0.0,187.0,72.0,270909.0,1448.0,3581.0,28.0,JPY,yellow
UC9mf_ZVpouoILRY9NUIaK-w,Rikka ch.律可,Rikkaroid,Hololive,Holostars 1st Gen,209000.0,508.0,https://yt3.ggpht.com/0MLL-S2KKu4PlhedunMhvg4VPJGm6Fpx2C4QV2PWJvkcG1eA6XqUYULUZGqBF2M4iNY7FxBt=s800-c-k-c0x00ffffff-no-nd-rj,2021-07,112489.0,54858.0,4925.0,288.0,3.0,0.0,236.0,113.0,288358.0,1221.0,4308.0,23.0,JPY,green
UC9mf_ZVpouoILRY9NUIaK-w,Rikka ch.律可,Rikkaroid,Hololive,Holostars 1st Gen,209000.0,508.0,https://yt3.ggpht.com/0MLL-S2KKu4PlhedunMhvg4VPJGm6Fpx2C4QV2PWJvkcG1eA6XqUYULUZGqBF2M4iNY7FxBt=s800-c-k-c0x00ffffff-no-nd-rj,2021-08,104599.0,62056.0,3444.0,260.0,0.0,50.0,267.0,94.0,367589.0,1376.0,5041.0,25.0,JPY,green
UC9mf_ZVpouoILRY9NUIaK-w,Rikka ch.律可,Rikkaroid,Hololive,Holostars 1st Gen,209000.0,508.0,https://yt3.ggpht.com/0MLL-S2KKu4PlhedunMhvg4VPJGm6Fpx2C4QV2PWJvkcG1eA6XqUYULUZGqBF2M4iNY7FxBt=s800-c-k-c0x00ffffff-no-nd-rj,2021-09,58948.0,36114.0,2531.0,256.0,0.0,1.0,217.0,105.0,350361.0,1614.0,4290.0,26.0,JPY,green
UC9mf_ZVpouoILRY9NUIaK-w,Rikka ch.律可,Rikkaroid,Hololive,Holostars 1st Gen,209000.0,508.0,https://yt3.ggpht.com/0MLL-S2KKu4PlhedunMhvg4VPJGm6Fpx2C4QV2PWJvkcG1eA6XqUYULUZGqBF2M4iNY7FxBt=s800-c-k-c0x00ffffff-no-nd-rj,2021-10,58944.0,34502.0,2404.0,271.0,0.0,0.0,322.0,175.0,544392.0,1690.0,7222.0,28.0,JPY,yellow
UC9mf_ZVpouoILRY9NUIaK-w,Rikka ch.律可,Rikkaroid,Hololive,Holostars 1st Gen,209000.0,508.0,https://yt3.ggpht.com/0MLL-S2KKu4PlhedunMhvg4VPJGm6Fpx2C4QV2PWJvkcG1eA6XqUYULUZGqBF2M4iNY7FxBt=s800-c-k-c0x00ffffff-no-nd-rj,2021-11,54328.0,32297.0,2320.0,254.0,1.0,1.0,164.0,86.0,250148.0,1525.0,3582.0,28.0,JPY,green
UC9mf_ZVpouoILRY9NUIaK-w,Rikka ch.律可,Rikkaroid,Hololive,Holostars 1st Gen,209000.0,508.0,https://yt3.ggpht.com/0MLL-S2KKu4PlhedunMhvg4VPJGm6Fpx2C4QV2PWJvkcG1eA6XqUYULUZGqBF2M4iNY7FxBt=s800-c-k-c0x00ffffff-no-nd-rj,2021-12,58329.0,34452.0,2395.0,274.0,0.0,1.0,250.0,108.0,509893.0,2039.0,6031.0,32.0,JPY,yellow
UC9mf_ZVpouoILRY9NUIaK-w,Rikka ch.律可,Rikkaroid,Hololive,Holostars 1st Gen,209000.0,508.0,https://yt3.ggpht.com/0MLL-S2KKu4PlhedunMhvg4VPJGm6Fpx2C4QV2PWJvkcG1eA6XqUYULUZGqBF2M4iNY7FxBt=s800-c-k-c0x00ffffff-no-nd-rj,2022-01,45512.0,31036.0,1766.0,280.0,0.0,0.0,259.0,144.0,616077.0,2378.0,6726.0,27.0,JPY,yellow
UC9mf_ZVpouoILRY9NUIaK-w,Rikka ch.律可,Rikkaroid,Hololive,Holostars 1st Gen,209000.0,508.0,https://yt3.ggpht.com/0MLL-S2KKu4PlhedunMhvg4VPJGm6Fpx2C4QV2PWJvkcG1eA6XqUYULUZGqBF2M4iNY7FxBt=s800-c-k-c0x00ffffff-no-nd-rj,2022-02,58745.0,38677.0,1978.0,258.0,5.0,5.0,196.0,95.0,478031.0,2438.0,5808.0,29.0,JPY,green
UC9mf_ZVpouoILRY9NUIaK-w,Rikka ch.律可,Rikkaroid,Hololive,Holostars 1st Gen,209000.0,508.0,https://yt3.ggpht.com/0MLL-S2KKu4PlhedunMhvg4VPJGm6Fpx2C4QV2PWJvkcG1eA6XqUYULUZGqBF2M4iNY7FxBt=s800-c-k-c0x00ffffff-no-nd-rj,2022-03,64640.0,40887.0,2549.0,280.0,5.0,0.0,163.0,90.0,452534.0,2776.0,5036.0,30.0,JPY,yellow
UC9mf_ZVpouoILRY9NUIaK-w,Rikka ch.律可,Rikkaroid,Hololive,Holostars 1st Gen,209000.0,508.0,https://yt3.ggpht.com/0MLL-S2KKu4PlhedunMhvg4VPJGm6Fpx2C4QV2PWJvkcG1eA6XqUYULUZGqBF2M4iNY7FxBt=s800-c-k-c0x00ffffff-no-nd-rj,2022-04,59511.0,38482.0,2793.0,328.0,7.0,0.0,369.0,217.0,849599.0,2302.0,12501.0,33.0,JPY,yellow
UC9mf_ZVpouoILRY9NUIaK-w,Rikka ch.律可,Rikkaroid,Hololive,Holostars 1st Gen,209000.0,508.0,https://yt3.ggpht.com/0MLL-S2KKu4PlhedunMhvg4VPJGm6Fpx2C4QV2PWJvkcG1eA6XqUYULUZGqBF2M4iNY7FxBt=s800-c-k-c0x00ffffff-no-nd-rj,2022-05,48685.0,32168.0,1944.0,277.0,4.0,0.0,242.0,108.0,391118.0,1616.0,5259.0,21.0,JPY,yellow
UC9oudjCTHL2BfwxfDwI18eg,고야미 / Ko Yami 【NIJISANJI KR】,Ko Yami,Nijisanji,INACTIVE,9670.0,82.0,https://yt3.ggpht.com/BRpaBPONskFEKcd1VNJ9zSx3wI_775l5SKkOfGzT2_7UoogEII4HJypZl4tRwbyPfQRv_Jndwq4=s800-c-k-c0x00ffffff-no-rj,2021-09,28366.0,4992.0,763.0,110.0,5.0,2.0,100.0,78.0,153735.0,1537.0,1720.0,18.0,KRW,green
UC9oudjCTHL2BfwxfDwI18eg,고야미 / Ko Yami 【NIJISANJI KR】,Ko Yami,Nijisanji,INACTIVE,9670.0,82.0,https://yt3.ggpht.com/BRpaBPONskFEKcd1VNJ9zSx3wI_775l5SKkOfGzT2_7UoogEII4HJypZl4tRwbyPfQRv_Jndwq4=s800-c-k-c0x00ffffff-no-rj,2021-10,29065.0,21286.0,676.0,174.0,3.0,0.0,37.0,29.0,20459.0,552.0,645.0,19.0,KRW,lightblue
UC9oudjCTHL2BfwxfDwI18eg,고야미 / Ko Yami 【NIJISANJI KR】,Ko Yami,Nijisanji,INACTIVE,9670.0,82.0,https://yt3.ggpht.com/BRpaBPONskFEKcd1VNJ9zSx3wI_775l5SKkOfGzT2_7UoogEII4HJypZl4tRwbyPfQRv_Jndwq4=s800-c-k-c0x00ffffff-no-rj,2021-11,21322.0,15945.0,531.0,153.0,2.0,3.0,51.0,30.0,62130.0,1218.0,921.0,20.0,KRW,yellow
UC9oudjCTHL2BfwxfDwI18eg,고야미 / Ko Yami 【NIJISANJI KR】,Ko Yami,Nijisanji,INACTIVE,9670.0,82.0,https://yt3.ggpht.com/BRpaBPONskFEKcd1VNJ9zSx3wI_775l5SKkOfGzT2_7UoogEII4HJypZl4tRwbyPfQRv_Jndwq4=s800-c-k-c0x00ffffff-no-rj,2021-12,12557.0,10225.0,390.0,106.0,0.0,0.0,32.0,15.0,36638.0,1144.0,374.0,17.0,KRW,green
UC9oudjCTHL2BfwxfDwI18eg,고야미 / Ko Yami 【NIJISANJI KR】,Ko Yami,Nijisanji,INACTIVE,9670.0,82.0,https://yt3.ggpht.com/BRpaBPONskFEKcd1VNJ9zSx3wI_775l5SKkOfGzT2_7UoogEII4HJypZl4tRwbyPfQRv_Jndwq4=s800-c-k-c0x00ffffff-no-rj,2022-01,4081.0,3207.0,189.0,71.0,0.0,0.0,4.0,3.0,2232.0,558.0,38.0,9.0,KRW,green
UC9oudjCTHL2BfwxfDwI18eg,고야미 / Ko Yami 【NIJISANJI KR】,Ko Yami,Nijisanji,INACTIVE,9670.0,82.0,https://yt3.ggpht.com/BRpaBPONskFEKcd1VNJ9zSx3wI_775l5SKkOfGzT2_7UoogEII4HJypZl4tRwbyPfQRv_Jndwq4=s800-c-k-c0x00ffffff-no-rj,2022-02,16290.0,8777.0,833.0,122.0,0.0,0.0,51.0,42.0,95432.0,1871.0,1933.0,37.0,KRW,yellow
UC9oudjCTHL2BfwxfDwI18eg,고야미 / Ko Yami 【NIJISANJI KR】,Ko Yami,Nijisanji,INACTIVE,9670.0,82.0,https://yt3.ggpht.com/BRpaBPONskFEKcd1VNJ9zSx3wI_775l5SKkOfGzT2_7UoogEII4HJypZl4tRwbyPfQRv_Jndwq4=s800-c-k-c0x00ffffff-no-rj,2022-03,36.0,0.0,25.0,0.0,0.0,0.0,,,,,,,,
UC9oudjCTHL2BfwxfDwI18eg,고야미 / Ko Yami 【NIJISANJI KR】,Ko Yami,Nijisanji,INACTIVE,9670.0,82.0,https://yt3.ggpht.com/BRpaBPONskFEKcd1VNJ9zSx3wI_775l5SKkOfGzT2_7UoogEII4HJypZl4tRwbyPfQRv_Jndwq4=s800-c-k-c0x00ffffff-no-rj,2022-04,19.0,0.0,13.0,0.0,0.0,0.0,,,,,,,,
UC9oudjCTHL2BfwxfDwI18eg,고야미 / Ko Yami 【NIJISANJI KR】,Ko Yami,Nijisanji,INACTIVE,9670.0,82.0,https://yt3.ggpht.com/BRpaBPONskFEKcd1VNJ9zSx3wI_775l5SKkOfGzT2_7UoogEII4HJypZl4tRwbyPfQRv_Jndwq4=s800-c-k-c0x00ffffff-no-rj,2022-05,13.0,0.0,11.0,0.0,0.0,0.0,,,,,,,,
UC9ruVYPv7yJmV0Rh0NKA-Lw,kson ONAIR,kson,Independents,,1190000.0,473.0,https://yt3.ggpht.com/dJpEqyfOP0apT4ra7q_X1PBkRDryWkpqzGxOpcrVFIc9vumapjqgOPDJwyexmjDIupQd5BBllsw=s800-c-k-c0x00ffffff-no-rj,2021-08,997166.0,509452.0,68299.0,6305.0,85.0,2445.0,16280.0,2713.0,9997880.0,614.0,286151.0,23.0,JPY,green
UC9ruVYPv7yJmV0Rh0NKA-Lw,kson ONAIR,kson,Independents,,1190000.0,473.0,https://yt3.ggpht.com/dJpEqyfOP0apT4ra7q_X1PBkRDryWkpqzGxOpcrVFIc9vumapjqgOPDJwyexmjDIupQd5BBllsw=s800-c-k-c0x00ffffff-no-rj,2021-09,699842.0,465328.0,34561.0,4517.0,32.0,22.0,16950.0,1985.0,9019127.0,532.0,300550.0,24.0,JPY,lightblue
UC9ruVYPv7yJmV0Rh0NKA-Lw,kson ONAIR,kson,Independents,,1190000.0,473.0,https://yt3.ggpht.com/dJpEqyfOP0apT4ra7q_X1PBkRDryWkpqzGxOpcrVFIc9vumapjqgOPDJwyexmjDIupQd5BBllsw=s800-c-k-c0x00ffffff-no-rj,2021-10,971591.0,636296.0,42958.0,6036.0,20.0,4.0,14435.0,2216.0,11097742.0,768.0,237196.0,22.0,JPY,lightblue
UC9ruVYPv7yJmV0Rh0NKA-Lw,kson ONAIR,kson,Independents,,1190000.0,473.0,https://yt3.ggpht.com/dJpEqyfOP0apT4ra7q_X1PBkRDryWkpqzGxOpcrVFIc9vumapjqgOPDJwyexmjDIupQd5BBllsw=s800-c-k-c0x00ffffff-no-rj,2021-11,949237.0,594289.0,41170.0,4972.0,46.0,1.0,17135.0,2332.0,11890637.0,693.0,281611.0,22.0,JPY,lightblue
UC9ruVYPv7yJmV0Rh0NKA-Lw,kson ONAIR,kson,Independents,,1190000.0,473.0,https://yt3.ggpht.com/dJpEqyfOP0apT4ra7q_X1PBkRDryWkpqzGxOpcrVFIc9vumapjqgOPDJwyexmjDIupQd5BBllsw=s800-c-k-c0x00ffffff-no-rj,2021-12,638246.0,442864.0,27603.0,4292.0,25.0,4.0,12291.0,1634.0,8694027.0,707.0,205764.0,23.0,JPY,lightblue
UC9ruVYPv7yJmV0Rh0NKA-Lw,kson ONAIR,kson,Independents,,1190000.0,473.0,https://yt3.ggpht.com/dJpEqyfOP0apT4ra7q_X1PBkRDryWkpqzGxOpcrVFIc9vumapjqgOPDJwyexmjDIupQd5BBllsw=s800-c-k-c0x00ffffff-no-rj,2022-01,530178.0,327736.0,20799.0,3335.0,23.0,1.0,11463.0,1521.0,6775234.0,591.0,194938.0,21.0,JPY,lightblue
UC9ruVYPv7yJmV0Rh0NKA-Lw,kson ONAIR,kson,Independents,,1190000.0,473.0,https://yt3.ggpht.com/dJpEqyfOP0apT4ra7q_X1PBkRDryWkpqzGxOpcrVFIc9vumapjqgOPDJwyexmjDIupQd5BBllsw=s800-c-k-c0x00ffffff-no-rj,2022-02,662789.0,445686.0,27653.0,3734.0,43.0,5.0,9990.0,1483.0,5927432.0,593.0,233648.0,23.0,JPY,lightblue
UC9ruVYPv7yJmV0Rh0NKA-Lw,kson ONAIR,kson,Independents,,1190000.0,473.0,https://yt3.ggpht.com/dJpEqyfOP0apT4ra7q_X1PBkRDryWkpqzGxOpcrVFIc9vumapjqgOPDJwyexmjDIupQd5BBllsw=s800-c-k-c0x00ffffff-no-rj,2022-03,708929.0,463042.0,26684.0,3591.0,16.0,12.0,9415.0,1270.0,5451079.0,578.0,216595.0,23.0,JPY,lightblue
UC9ruVYPv7yJmV0Rh0NKA-Lw,kson ONAIR,kson,Independents,,1190000.0,473.0,https://yt3.ggpht.com/dJpEqyfOP0apT4ra7q_X1PBkRDryWkpqzGxOpcrVFIc9vumapjqgOPDJwyexmjDIupQd5BBllsw=s800-c-k-c0x00ffffff-no-rj,2022-04,446209.0,339453.0,15495.0,3050.0,9.0,2.0,6521.0,1078.0,4216601.0,646.0,155008.0,23.0,JPY,lightblue
UC9ruVYPv7yJmV0Rh0NKA-Lw,kson ONAIR,kson,Independents,,1190000.0,473.0,https://yt3.ggpht.com/dJpEqyfOP0apT4ra7q_X1PBkRDryWkpqzGxOpcrVFIc9vumapjqgOPDJwyexmjDIupQd5BBllsw=s800-c-k-c0x00ffffff-no-rj,2022-05,415557.0,294611.0,19057.0,3194.0,22.0,0.0,6110.0,1054.0,3738578.0,611.0,153120.0,25.0,JPY,lightblue
UC9waZzsHhV-IsUuN7PReyfQ,がんばるぅ子 RUUKO CHANNEL,Ganbaruuko,Independents,,8480.0,358.0,https://yt3.ggpht.com/ytc/AKedOLRXu4oOBpXO3BLf874iZPV4y07UfWbBqOUmF2ZYNA=s800-c-k-c0x00ffffff-no-rj,2022-02,2418.0,1767.0,141.0,29.0,0.0,0.0,15.0,8.0,7255.0,483.0,171.0,11.0,JPY,green
UC9waZzsHhV-IsUuN7PReyfQ,がんばるぅ子 RUUKO CHANNEL,Ganbaruuko,Independents,,8480.0,358.0,https://yt3.ggpht.com/ytc/AKedOLRXu4oOBpXO3BLf874iZPV4y07UfWbBqOUmF2ZYNA=s800-c-k-c0x00ffffff-no-rj,2022-03,6190.0,3559.0,447.0,32.0,2.0,2.0,65.0,12.0,80754.0,1242.0,866.0,13.0,JPY,green
UC9waZzsHhV-IsUuN7PReyfQ,がんばるぅ子 RUUKO CHANNEL,Ganbaruuko,Independents,,8480.0,358.0,https://yt3.ggpht.com/ytc/AKedOLRXu4oOBpXO3BLf874iZPV4y07UfWbBqOUmF2ZYNA=s800-c-k-c0x00ffffff-no-rj,2022-04,2625.0,2045.0,127.0,31.0,0.0,0.0,37.0,8.0,32820.0,887.0,450.0,12.0,JPY,lightblue
UC9waZzsHhV-IsUuN7PReyfQ,がんばるぅ子 RUUKO CHANNEL,Ganbaruuko,Independents,,8480.0,358.0,https://yt3.ggpht.com/ytc/AKedOLRXu4oOBpXO3BLf874iZPV4y07UfWbBqOUmF2ZYNA=s800-c-k-c0x00ffffff-no-rj,2022-05,2875.0,2347.0,150.0,26.0,0.0,0.0,23.0,5.0,25320.0,1100.0,509.0,22.0,JPY,green
UC9zLKU6WiRdcKtAh-6o_zmA,Muan ch.茨むあん,Ibara Muan,Independents,,13100.0,256.0,https://yt3.ggpht.com/LbnbwgSjt-xOoo0nIvhvpCKhuPZhvn_KAXbbr8xxUnirPwAwwCmaBRH7GrG8GBhP8vwCoekF=s800-c-k-c0x00ffffff-no-rj,2022-03,6996.0,5945.0,370.0,177.0,10.0,0.0,18.0,15.0,20031.0,1112.0,193.0,10.0,JPY,green
UC9zLKU6WiRdcKtAh-6o_zmA,Muan ch.茨むあん,Ibara Muan,Independents,,13100.0,256.0,https://yt3.ggpht.com/LbnbwgSjt-xOoo0nIvhvpCKhuPZhvn_KAXbbr8xxUnirPwAwwCmaBRH7GrG8GBhP8vwCoekF=s800-c-k-c0x00ffffff-no-rj,2022-04,99914.0,89129.0,999.0,292.0,33.0,1.0,263.0,70.0,222341.0,845.0,4288.0,16.0,JPY,lightblue
UC9zLKU6WiRdcKtAh-6o_zmA,Muan ch.茨むあん,Ibara Muan,Independents,,13100.0,256.0,https://yt3.ggpht.com/LbnbwgSjt-xOoo0nIvhvpCKhuPZhvn_KAXbbr8xxUnirPwAwwCmaBRH7GrG8GBhP8vwCoekF=s800-c-k-c0x00ffffff-no-rj,2022-05,105017.0,92115.0,1080.0,358.0,30.0,1.0,316.0,127.0,597092.0,1889.0,5180.0,16.0,JPY,green
UCA3WE2WRSpoIvtnoVGq4VAw,ZEA Cornelia【NIJISANJI】,ZEA Cornelia,Nijisanji,Nijisanji ID,91900.0,446.0,https://yt3.ggpht.com/N2nmnvCeQJmLh2MP_akTut5HvwdXnTkbT5AK0yp1i56OhpdfY9Axi3J0CgPotauKOEUNFJPfcg=s800-c-k-c0x00ffffff-no-rj,2021-03,36900.0,8001.0,2182.0,83.0,2.0,35.0,21.0,10.0,20331.0,968.0,523.0,26.0,USD,green
UCA3WE2WRSpoIvtnoVGq4VAw,ZEA Cornelia【NIJISANJI】,ZEA Cornelia,Nijisanji,Nijisanji ID,91900.0,446.0,https://yt3.ggpht.com/N2nmnvCeQJmLh2MP_akTut5HvwdXnTkbT5AK0yp1i56OhpdfY9Axi3J0CgPotauKOEUNFJPfcg=s800-c-k-c0x00ffffff-no-rj,2021-04,45145.0,18218.0,2157.0,116.0,4.0,7.0,65.0,31.0,50582.0,778.0,3651.0,57.0,INR,lightblue
UCA3WE2WRSpoIvtnoVGq4VAw,ZEA Cornelia【NIJISANJI】,ZEA Cornelia,Nijisanji,Nijisanji ID,91900.0,446.0,https://yt3.ggpht.com/N2nmnvCeQJmLh2MP_akTut5HvwdXnTkbT5AK0yp1i56OhpdfY9Axi3J0CgPotauKOEUNFJPfcg=s800-c-k-c0x00ffffff-no-rj,2021-05,31791.0,11396.0,1808.0,104.0,1.0,1.0,30.0,18.0,19603.0,653.0,1348.0,46.0,INR,lightblue
UCA3WE2WRSpoIvtnoVGq4VAw,ZEA Cornelia【NIJISANJI】,ZEA Cornelia,Nijisanji,Nijisanji ID,91900.0,446.0,https://yt3.ggpht.com/N2nmnvCeQJmLh2MP_akTut5HvwdXnTkbT5AK0yp1i56OhpdfY9Axi3J0CgPotauKOEUNFJPfcg=s800-c-k-c0x00ffffff-no-rj,2021-06,19487.0,6621.0,1469.0,95.0,3.0,0.0,29.0,17.0,21350.0,736.0,1343.0,46.0,INR,lightblue
UCA3WE2WRSpoIvtnoVGq4VAw,ZEA Cornelia【NIJISANJI】,ZEA Cornelia,Nijisanji,Nijisanji ID,91900.0,446.0,https://yt3.ggpht.com/N2nmnvCeQJmLh2MP_akTut5HvwdXnTkbT5AK0yp1i56OhpdfY9Axi3J0CgPotauKOEUNFJPfcg=s800-c-k-c0x00ffffff-no-rj,2021-07,22058.0,8143.0,1447.0,89.0,0.0,0.0,19.0,16.0,22741.0,1196.0,810.0,42.0,JPY,green
UCA3WE2WRSpoIvtnoVGq4VAw,ZEA Cornelia【NIJISANJI】,ZEA Cornelia,Nijisanji,Nijisanji ID,91900.0,446.0,https://yt3.ggpht.com/N2nmnvCeQJmLh2MP_akTut5HvwdXnTkbT5AK0yp1i56OhpdfY9Axi3J0CgPotauKOEUNFJPfcg=s800-c-k-c0x00ffffff-no-rj,2021-08,33055.0,12066.0,1630.0,106.0,2.0,2.0,30.0,25.0,44755.0,1491.0,1500.0,50.0,JPY,yellow
UCA3WE2WRSpoIvtnoVGq4VAw,ZEA Cornelia【NIJISANJI】,ZEA Cornelia,Nijisanji,Nijisanji ID,91900.0,446.0,https://yt3.ggpht.com/N2nmnvCeQJmLh2MP_akTut5HvwdXnTkbT5AK0yp1i56OhpdfY9Axi3J0CgPotauKOEUNFJPfcg=s800-c-k-c0x00ffffff-no-rj,2021-09,59360.0,22209.0,2661.0,130.0,12.0,2.0,52.0,32.0,39224.0,754.0,1656.0,34.0,USD,green
