channelId,name,englishName,affiliation,group,subscriptionCount,videoCount,photo,period,chats,memberChats,uniqueChatters,uniqueMembers,bannedChatters,deletedChats,superChats,uniqueSuperChatters,totalSC,averageSC,totalMessageLength,averageMessageLength,mostFrequentCurrency,mostFrequentColor
UC--A2dwZW7-M2kID0N6_lfA,Chris Channel / 獅子王クリス 【シュガリリ】,Shishio Chris,774inc,SugarLyric,45500.0,487.0,https://yt3.ggpht.com/ytc/AKedOLQspWmEvmujEOiSlAjJRb6qagz8Q37Fsozz71CR=s800-c-k-c0x00ffffff-no-rj,2021-03,32116.0,7874.0,1112.0,141.0,1.0,6.0,71.0,45.0,176688.0,2488.0,762.0,14.0,JPY,green
UC--A2dwZW7-M2kID0N6_lfA,Chris Channel / 獅子王クリス 【シュガリリ】,Shishio Chris,774inc,SugarLyric,45500.0,487.0,https://yt3.ggpht.com/ytc/AKedOLQspWmEvmujEOiSlAjJRb6qagz8Q37Fsozz71CR=s800-c-k-c0x00ffffff-no-rj,2021-04,37111.0,17574.0,1184.0,167.0,1.0,0.0,124.0,57.0,143057.0,1153.0,942.0,10.0,JPY,green
UC--A2dwZW7-M2kID0N6_lfA,Chris Channel / 獅子王クリス 【シュガリリ】,Shishio Chris,774inc,SugarLyric,45500.0,487.0,https://yt3.ggpht.com/ytc/AKedOLQspWmEvmujEOiSlAjJRb6qagz8Q37Fsozz71CR=s800-c-k-c0x00ffffff-no-rj,2021-05,76025.0,33895.0,1791.0,176.0,2.0,0.0,407.0,172.0,781559.0,1920.0,3732.0,12.0,JPY,green
UC--A2dwZW7-M2kID0N6_lfA,Chris Channel / 獅子王クリス 【シュガリリ】,Shishio Chris,774inc,SugarLyric,45500.0,487.0,https://yt3.ggpht.com/ytc/AKedOLQspWmEvmujEOiSlAjJRb6qagz8Q37Fsozz71CR=s800-c-k-c0x00ffffff-no-rj,2021-06,59555.0,24656.0,1575.0,166.0,2.0,0.0,239.0,91.0,310315.0,1298.0,1318.0,8.0,JPY,green
UC--A2dwZW7-M2kID0N6_lfA,Chris Channel / 獅子王クリス 【シュガリリ】,Shishio Chris,774inc,SugarLyric,45500.0,487.0,https://yt3.ggpht.com/ytc/AKedOLQspWmEvmujEOiSlAjJRb6qagz8Q37Fsozz71CR=s800-c-k-c0x00ffffff-no-rj,2021-07,55926.0,24495.0,1504.0,166.0,0.0,0.0,199.0,60.0,313108.0,1573.0,922.0,8.0,JPY,green
UC--A2dwZW7-M2kID0N6_lfA,Chris Channel / 獅子王クリス 【シュガリリ】,Shishio Chris,774inc,SugarLyric,45500.0,487.0,https://yt3.ggpht.com/ytc/AKedOLQspWmEvmujEOiSlAjJRb6qagz8Q37Fsozz71CR=s800-c-k-c0x00ffffff-no-rj,2021-08,83279.0,32962.0,2193.0,186.0,10.0,1.0,212.0,67.0,530706.0,2503.0,1132.0,10.0,JPY,green
UC--A2dwZW7-M2kID0N6_lfA,Chris Channel / 獅子王クリス 【シュガリリ】,Shishio Chris,774inc,SugarLyric,45500.0,487.0,https://yt3.ggpht.com/ytc/AKedOLQspWmEvmujEOiSlAjJRb6qagz8Q37Fsozz71CR=s800-c-k-c0x00ffffff-no-rj,2021-09,38468.0,19983.0,1115.0,147.0,7.0,1.0,93.0,38.0,122727.0,1319.0,395.0,8.0,JPY,green
UC--A2dwZW7-M2kID0N6_lfA,Chris Channel / 獅子王クリス 【シュガリリ】,Shishio Chris,774inc,SugarLyric,45500.0,487.0,https://yt3.ggpht.com/ytc/AKedOLQspWmEvmujEOiSlAjJRb6qagz8Q37Fsozz71CR=s800-c-k-c0x00ffffff-no-rj,2021-10,64441.0,27499.0,1455.0,171.0,6.0,0.0,169.0,75.0,315588.0,1867.0,1245.0,11.0,JPY,green
UC--A2dwZW7-M2kID0N6_lfA,Chris Channel / 獅子王クリス 【シュガリリ】,Shishio Chris,774inc,SugarLyric,45500.0,487.0,https://yt3.ggpht.com/ytc/AKedOLQspWmEvmujEOiSlAjJRb6qagz8Q37Fsozz71CR=s800-c-k-c0x00ffffff-no-rj,2021-11,19552.0,8769.0,825.0,132.0,1.0,0.0,105.0,52.0,191550.0,1824.0,700.0,9.0,JPY,green
UC--A2dwZW7-M2kID0N6_lfA,Chris Channel / 獅子王クリス 【シュガリリ】,Shishio Chris,774inc,SugarLyric,45500.0,487.0,https://yt3.ggpht.com/ytc/AKedOLQspWmEvmujEOiSlAjJRb6qagz8Q37Fsozz71CR=s800-c-k-c0x00ffffff-no-rj,2021-12,86563.0,34742.0,1854.0,178.0,1.0,0.0,258.0,89.0,456972.0,1771.0,1758.0,11.0,JPY,green
UC--A2dwZW7-M2kID0N6_lfA,Chris Channel / 獅子王クリス 【シュガリリ】,Shishio Chris,774inc,SugarLyric,45500.0,487.0,https://yt3.ggpht.com/ytc/AKedOLQspWmEvmujEOiSlAjJRb6qagz8Q37Fsozz71CR=s800-c-k-c0x00ffffff-no-rj,2022-01,68741.0,27091.0,2203.0,208.0,0.0,0.0,218.0,105.0,361229.0,1657.0,1447.0,10.0,JPY,green
UC--A2dwZW7-M2kID0N6_lfA,Chris Channel / 獅子王クリス 【シュガリリ】,Shishio Chris,774inc,SugarLyric,45500.0,487.0,https://yt3.ggpht.com/ytc/AKedOLQspWmEvmujEOiSlAjJRb6qagz8Q37Fsozz71CR=s800-c-k-c0x00ffffff-no-rj,2022-02,52827.0,21593.0,1270.0,179.0,1.0,0.0,63.0,38.0,97460.0,1546.0,652.0,10.0,JPY,green
UC--A2dwZW7-M2kID0N6_lfA,Chris Channel / 獅子王クリス 【シュガリリ】,Shishio Chris,774inc,SugarLyric,45500.0,487.0,https://yt3.ggpht.com/ytc/AKedOLQspWmEvmujEOiSlAjJRb6qagz8Q37Fsozz71CR=s800-c-k-c0x00ffffff-no-rj,2022-03,43112.0,20098.0,1246.0,180.0,3.0,0.0,55.0,36.0,101744.0,1849.0,501.0,9.0,JPY,yellow
UC--A2dwZW7-M2kID0N6_lfA,Chris Channel / 獅子王クリス 【シュガリリ】,Shishio Chris,774inc,SugarLyric,45500.0,487.0,https://yt3.ggpht.com/ytc/AKedOLQspWmEvmujEOiSlAjJRb6qagz8Q37Fsozz71CR=s800-c-k-c0x00ffffff-no-rj,2022-04,50184.0,21988.0,1417.0,167.0,5.0,2.0,57.0,37.0,53551.0,939.0,593.0,10.0,JPY,green
UC--A2dwZW7-M2kID0N6_lfA,Chris Channel / 獅子王クリス 【シュガリリ】,Shishio Chris,774inc,SugarLyric,45500.0,487.0,https://yt3.ggpht.com/ytc/AKedOLQspWmEvmujEOiSlAjJRb6qagz8Q37Fsozz71CR=s800-c-k-c0x00ffffff-no-rj,2022-05,84465.0,33092.0,1841.0,204.0,2.0,0.0,197.0,122.0,450484.0,2286.0,2839.0,14.0,JPY,yellow
UC--zuEfONeFXPvLqX0Kvbuw,松永依織 / IORI MATSUNAGA,Iori Matsunaga,Riot Music,,70100.0,68.0,https://yt3.ggpht.com/9n4GerBPaEt6QeLQ0Bk261u0y3hEh3_w_gDc1rgPU49qOMrnrel7MzqQVoNjo2LETNr3vvSTkA=s800-c-k-c0x00ffffff-no-nd-rj,2021-04,20529.0,0.0,522.0,0.0,1.0,2.0,308.0,75.0,253683.0,823.0,7892.0,26.0,JPY,lightblue
UC--zuEfONeFXPvLqX0Kvbuw,松永依織 / IORI MATSUNAGA,Iori Matsunaga,Riot Music,,70100.0,68.0,https://yt3.ggpht.com/9n4GerBPaEt6QeLQ0Bk261u0y3hEh3_w_gDc1rgPU49qOMrnrel7MzqQVoNjo2LETNr3vvSTkA=s800-c-k-c0x00ffffff-no-nd-rj,2021-05,30361.0,0.0,624.0,0.0,2.0,4.0,344.0,81.0,286106.0,831.0,9621.0,28.0,JPY,lightblue
UC--zuEfONeFXPvLqX0Kvbuw,松永依織 / IORI MATSUNAGA,Iori Matsunaga,Riot Music,,70100.0,68.0,https://yt3.ggpht.com/9n4GerBPaEt6QeLQ0Bk261u0y3hEh3_w_gDc1rgPU49qOMrnrel7MzqQVoNjo2LETNr3vvSTkA=s800-c-k-c0x00ffffff-no-nd-rj,2021-06,32178.0,0.0,716.0,0.0,5.0,1.0,404.0,61.0,258366.0,639.0,10220.0,26.0,JPY,lightblue
UC--zuEfONeFXPvLqX0Kvbuw,松永依織 / IORI MATSUNAGA,Iori Matsunaga,Riot Music,,70100.0,68.0,https://yt3.ggpht.com/9n4GerBPaEt6QeLQ0Bk261u0y3hEh3_w_gDc1rgPU49qOMrnrel7MzqQVoNjo2LETNr3vvSTkA=s800-c-k-c0x00ffffff-no-nd-rj,2021-07,27019.0,0.0,566.0,0.0,0.0,1.0,350.0,53.0,480038.0,1371.0,8599.0,26.0,JPY,lightblue
UC--zuEfONeFXPvLqX0Kvbuw,松永依織 / IORI MATSUNAGA,Iori Matsunaga,Riot Music,,70100.0,68.0,https://yt3.ggpht.com/9n4GerBPaEt6QeLQ0Bk261u0y3hEh3_w_gDc1rgPU49qOMrnrel7MzqQVoNjo2LETNr3vvSTkA=s800-c-k-c0x00ffffff-no-nd-rj,2021-08,11881.0,0.0,420.0,0.0,2.0,0.0,121.0,45.0,170691.0,1410.0,3823.0,35.0,JPY,lightblue
UC--zuEfONeFXPvLqX0Kvbuw,松永依織 / IORI MATSUNAGA,Iori Matsunaga,Riot Music,,70100.0,68.0,https://yt3.ggpht.com/9n4GerBPaEt6QeLQ0Bk261u0y3hEh3_w_gDc1rgPU49qOMrnrel7MzqQVoNjo2LETNr3vvSTkA=s800-c-k-c0x00ffffff-no-nd-rj,2021-09,41410.0,0.0,917.0,0.0,1.0,0.0,411.0,132.0,432241.0,1051.0,7420.0,29.0,JPY,blue
UC--zuEfONeFXPvLqX0Kvbuw,松永依織 / IORI MATSUNAGA,Iori Matsunaga,Riot Music,,70100.0,68.0,https://yt3.ggpht.com/9n4GerBPaEt6QeLQ0Bk261u0y3hEh3_w_gDc1rgPU49qOMrnrel7MzqQVoNjo2LETNr3vvSTkA=s800-c-k-c0x00ffffff-no-nd-rj,2021-10,72616.0,0.0,1127.0,0.0,5.0,0.0,364.0,92.0,440336.0,1209.0,6683.0,21.0,JPY,lightblue
UC--zuEfONeFXPvLqX0Kvbuw,松永依織 / IORI MATSUNAGA,Iori Matsunaga,Riot Music,,70100.0,68.0,https://yt3.ggpht.com/9n4GerBPaEt6QeLQ0Bk261u0y3hEh3_w_gDc1rgPU49qOMrnrel7MzqQVoNjo2LETNr3vvSTkA=s800-c-k-c0x00ffffff-no-nd-rj,2021-11,96489.0,0.0,1266.0,0.0,0.0,1.0,679.0,137.0,667105.0,982.0,17294.0,27.0,JPY,green
UC--zuEfONeFXPvLqX0Kvbuw,松永依織 / IORI MATSUNAGA,Iori Matsunaga,Riot Music,,70100.0,68.0,https://yt3.ggpht.com/9n4GerBPaEt6QeLQ0Bk261u0y3hEh3_w_gDc1rgPU49qOMrnrel7MzqQVoNjo2LETNr3vvSTkA=s800-c-k-c0x00ffffff-no-nd-rj,2021-12,112921.0,0.0,1207.0,0.0,1.0,0.0,1031.0,190.0,1388467.0,1346.0,25005.0,29.0,JPY,green
UC--zuEfONeFXPvLqX0Kvbuw,松永依織 / IORI MATSUNAGA,Iori Matsunaga,Riot Music,,70100.0,68.0,https://yt3.ggpht.com/9n4GerBPaEt6QeLQ0Bk261u0y3hEh3_w_gDc1rgPU49qOMrnrel7MzqQVoNjo2LETNr3vvSTkA=s800-c-k-c0x00ffffff-no-nd-rj,2022-01,61448.0,0.0,927.0,0.0,2.0,0.0,505.0,133.0,790176.0,1564.0,14117.0,28.0,JPY,green
UC--zuEfONeFXPvLqX0Kvbuw,松永依織 / IORI MATSUNAGA,Iori Matsunaga,Riot Music,,70100.0,68.0,https://yt3.ggpht.com/9n4GerBPaEt6QeLQ0Bk261u0y3hEh3_w_gDc1rgPU49qOMrnrel7MzqQVoNjo2LETNr3vvSTkA=s800-c-k-c0x00ffffff-no-nd-rj,2022-02,44683.0,0.0,992.0,0.0,0.0,1.0,452.0,151.0,1048104.0,2318.0,12481.0,27.0,JPY,lightblue
UC--zuEfONeFXPvLqX0Kvbuw,松永依織 / IORI MATSUNAGA,Iori Matsunaga,Riot Music,,70100.0,68.0,https://yt3.ggpht.com/9n4GerBPaEt6QeLQ0Bk261u0y3hEh3_w_gDc1rgPU49qOMrnrel7MzqQVoNjo2LETNr3vvSTkA=s800-c-k-c0x00ffffff-no-nd-rj,2022-03,128625.0,0.0,1530.0,0.0,3.0,0.0,1173.0,173.0,1317438.0,1123.0,32424.0,27.0,JPY,lightblue
UC--zuEfONeFXPvLqX0Kvbuw,松永依織 / IORI MATSUNAGA,Iori Matsunaga,Riot Music,,70100.0,68.0,https://yt3.ggpht.com/9n4GerBPaEt6QeLQ0Bk261u0y3hEh3_w_gDc1rgPU49qOMrnrel7MzqQVoNjo2LETNr3vvSTkA=s800-c-k-c0x00ffffff-no-nd-rj,2022-04,171784.0,0.0,1909.0,0.0,9.0,0.0,1235.0,183.0,1305730.0,1057.0,34050.0,27.0,JPY,lightblue
UC--zuEfONeFXPvLqX0Kvbuw,松永依織 / IORI MATSUNAGA,Iori Matsunaga,Riot Music,,70100.0,68.0,https://yt3.ggpht.com/9n4GerBPaEt6QeLQ0Bk261u0y3hEh3_w_gDc1rgPU49qOMrnrel7MzqQVoNjo2LETNr3vvSTkA=s800-c-k-c0x00ffffff-no-nd-rj,2022-05,198402.0,0.0,1867.0,0.0,5.0,0.0,1237.0,175.0,1296486.0,1048.0,33327.0,26.0,JPY,lightblue
UC-6rZgmxZSIbq786j3RD5ow,レオス・ヴィンセント / Leos.Vincent【にじさんじ】,Leos Vincent,Nijisanji,Wave 2021,273000.0,282.0,https://yt3.ggpht.com/WqQ1VjhUTFwpNYGsDiARuurJHv0t06w18Ov5rHNptdU_FwqIWd2dr4gGCghDVNVOlR-7wpBDOw=s800-c-k-c0x00ffffff-no-rj,2021-07,793358.0,0.0,48125.0,0.0,0.0,0.0,,,,,,,,
UC-6rZgmxZSIbq786j3RD5ow,レオス・ヴィンセント / Leos.Vincent【にじさんじ】,Leos Vincent,Nijisanji,Wave 2021,273000.0,282.0,https://yt3.ggpht.com/WqQ1VjhUTFwpNYGsDiARuurJHv0t06w18Ov5rHNptdU_FwqIWd2dr4gGCghDVNVOlR-7wpBDOw=s800-c-k-c0x00ffffff-no-rj,2021-08,1278242.0,517427.0,33881.0,4184.0,0.0,2.0,5875.0,2732.0,9715658.0,1653.0,86650.0,17.0,JPY,green
UC-6rZgmxZSIbq786j3RD5ow,レオス・ヴィンセント / Leos.Vincent【にじさんじ】,Leos Vincent,Nijisanji,Wave 2021,273000.0,282.0,https://yt3.ggpht.com/WqQ1VjhUTFwpNYGsDiARuurJHv0t06w18Ov5rHNptdU_FwqIWd2dr4gGCghDVNVOlR-7wpBDOw=s800-c-k-c0x00ffffff-no-rj,2021-09,950697.0,551040.0,21120.0,3541.0,1.0,1.0,2019.0,638.0,2391052.0,1184.0,23245.0,14.0,JPY,green
UC-6rZgmxZSIbq786j3RD5ow,レオス・ヴィンセント / Leos.Vincent【にじさんじ】,Leos Vincent,Nijisanji,Wave 2021,273000.0,282.0,https://yt3.ggpht.com/WqQ1VjhUTFwpNYGsDiARuurJHv0t06w18Ov5rHNptdU_FwqIWd2dr4gGCghDVNVOlR-7wpBDOw=s800-c-k-c0x00ffffff-no-rj,2021-10,787460.0,523539.0,15972.0,3057.0,0.0,0.0,1914.0,653.0,2289900.0,1196.0,24728.0,14.0,JPY,green
UC-6rZgmxZSIbq786j3RD5ow,レオス・ヴィンセント / Leos.Vincent【にじさんじ】,Leos Vincent,Nijisanji,Wave 2021,273000.0,282.0,https://yt3.ggpht.com/WqQ1VjhUTFwpNYGsDiARuurJHv0t06w18Ov5rHNptdU_FwqIWd2dr4gGCghDVNVOlR-7wpBDOw=s800-c-k-c0x00ffffff-no-rj,2021-11,643897.0,430553.0,15141.0,2696.0,0.0,0.0,1381.0,482.0,2007936.0,1453.0,18683.0,16.0,JPY,green
UC-6rZgmxZSIbq786j3RD5ow,レオス・ヴィンセント / Leos.Vincent【にじさんじ】,Leos Vincent,Nijisanji,Wave 2021,273000.0,282.0,https://yt3.ggpht.com/WqQ1VjhUTFwpNYGsDiARuurJHv0t06w18Ov5rHNptdU_FwqIWd2dr4gGCghDVNVOlR-7wpBDOw=s800-c-k-c0x00ffffff-no-rj,2021-12,794872.0,523527.0,17397.0,2978.0,1.0,2.0,1823.0,623.0,2737412.0,1501.0,23913.0,15.0,JPY,green
UC-6rZgmxZSIbq786j3RD5ow,レオス・ヴィンセント / Leos.Vincent【にじさんじ】,Leos Vincent,Nijisanji,Wave 2021,273000.0,282.0,https://yt3.ggpht.com/WqQ1VjhUTFwpNYGsDiARuurJHv0t06w18Ov5rHNptdU_FwqIWd2dr4gGCghDVNVOlR-7wpBDOw=s800-c-k-c0x00ffffff-no-rj,2022-01,687872.0,373457.0,13830.0,2515.0,6.0,15.0,1273.0,530.0,1589485.0,1248.0,16786.0,14.0,JPY,green
UC-6rZgmxZSIbq786j3RD5ow,レオス・ヴィンセント / Leos.Vincent【にじさんじ】,Leos Vincent,Nijisanji,Wave 2021,273000.0,282.0,https://yt3.ggpht.com/WqQ1VjhUTFwpNYGsDiARuurJHv0t06w18Ov5rHNptdU_FwqIWd2dr4gGCghDVNVOlR-7wpBDOw=s800-c-k-c0x00ffffff-no-rj,2022-02,618308.0,413357.0,12863.0,2419.0,9.0,36.0,1259.0,563.0,1914276.0,1520.0,19445.0,15.0,JPY,green
UC-6rZgmxZSIbq786j3RD5ow,レオス・ヴィンセント / Leos.Vincent【にじさんじ】,Leos Vincent,Nijisanji,Wave 2021,273000.0,282.0,https://yt3.ggpht.com/WqQ1VjhUTFwpNYGsDiARuurJHv0t06w18Ov5rHNptdU_FwqIWd2dr4gGCghDVNVOlR-7wpBDOw=s800-c-k-c0x00ffffff-no-rj,2022-03,601744.0,424482.0,11258.0,2630.0,5.0,0.0,2120.0,1320.0,7280427.0,3434.0,63588.0,29.0,JPY,green
UC-6rZgmxZSIbq786j3RD5ow,レオス・ヴィンセント / Leos.Vincent【にじさんじ】,Leos Vincent,Nijisanji,Wave 2021,273000.0,282.0,https://yt3.ggpht.com/WqQ1VjhUTFwpNYGsDiARuurJHv0t06w18Ov5rHNptdU_FwqIWd2dr4gGCghDVNVOlR-7wpBDOw=s800-c-k-c0x00ffffff-no-rj,2022-04,476711.0,350821.0,9732.0,2172.0,1.0,0.0,1111.0,492.0,1468496.0,1321.0,16240.0,14.0,JPY,green
UC-6rZgmxZSIbq786j3RD5ow,レオス・ヴィンセント / Leos.Vincent【にじさんじ】,Leos Vincent,Nijisanji,Wave 2021,273000.0,282.0,https://yt3.ggpht.com/WqQ1VjhUTFwpNYGsDiARuurJHv0t06w18Ov5rHNptdU_FwqIWd2dr4gGCghDVNVOlR-7wpBDOw=s800-c-k-c0x00ffffff-no-rj,2022-05,520168.0,359501.0,15982.0,2945.0,1.0,1.0,1625.0,866.0,3372342.0,2075.0,25582.0,15.0,JPY,green
UC-DzOMtuxruzMD0HtTGg9fQ,Kurumi Ch. 【Project Kavvaii】,Aozora Kurumi,Independents,,23800.0,192.0,https://yt3.ggpht.com/euhdbETwIyX7BCedhcJyT8BkvsMR2PyQRPUnrHP36JtcOBCcdEty-HaiDBv_oaToqY5H07jB=s800-c-k-c0x00ffffff-no-rj,2022-01,1840.0,1219.0,89.0,31.0,1.0,3.0,,,,,,,,
UC-DzOMtuxruzMD0HtTGg9fQ,Kurumi Ch. 【Project Kavvaii】,Aozora Kurumi,Independents,,23800.0,192.0,https://yt3.ggpht.com/euhdbETwIyX7BCedhcJyT8BkvsMR2PyQRPUnrHP36JtcOBCcdEty-HaiDBv_oaToqY5H07jB=s800-c-k-c0x00ffffff-no-rj,2022-02,21496.0,15035.0,463.0,63.0,3.0,16.0,15.0,10.0,11670.0,778.0,609.0,40.0,MYR,green
UC-DzOMtuxruzMD0HtTGg9fQ,Kurumi Ch. 【Project Kavvaii】,Aozora Kurumi,Independents,,23800.0,192.0,https://yt3.ggpht.com/euhdbETwIyX7BCedhcJyT8BkvsMR2PyQRPUnrHP36JtcOBCcdEty-HaiDBv_oaToqY5H07jB=s800-c-k-c0x00ffffff-no-rj,2022-03,24730.0,16281.0,621.0,59.0,13.0,31.0,18.0,13.0,11911.0,661.0,821.0,45.0,MYR,lightblue
UC-DzOMtuxruzMD0HtTGg9fQ,Kurumi Ch. 【Project Kavvaii】,Aozora Kurumi,Independents,,23800.0,192.0,https://yt3.ggpht.com/euhdbETwIyX7BCedhcJyT8BkvsMR2PyQRPUnrHP36JtcOBCcdEty-HaiDBv_oaToqY5H07jB=s800-c-k-c0x00ffffff-no-rj,2022-04,25483.0,15621.0,583.0,61.0,10.0,41.0,14.0,10.0,4212.0,300.0,440.0,31.0,MYR,lightblue
UC-DzOMtuxruzMD0HtTGg9fQ,Kurumi Ch. 【Project Kavvaii】,Aozora Kurumi,Independents,,23800.0,192.0,https://yt3.ggpht.com/euhdbETwIyX7BCedhcJyT8BkvsMR2PyQRPUnrHP36JtcOBCcdEty-HaiDBv_oaToqY5H07jB=s800-c-k-c0x00ffffff-no-rj,2022-05,22905.0,13522.0,533.0,66.0,20.0,32.0,34.0,22.0,20915.0,615.0,1415.0,41.0,MYR,lightblue
UC-E-oMwc7SHuiK5gT_ule8Q,Emi Suika Ch. idol-HE,Emi Suika,idol Corp,,4940.0,28.0,https://yt3.ggpht.com/jT06QqFYjSGvnB9hI3j8nwt5LcPXvkqFhCtwjhvRsQ073PwWgqvXf3CC0Zw7KrNRS6_Ouk90Ww=s800-c-k-c0x00ffffff-no-rj,2022-05,14337.0,0.0,657.0,0.0,18.0,17.0,,,,,,,,
UC-ENagPkiLO3u2nlhTZVDHQ,Ayane Hylo,Ayane Hylo,Twitch Independents,,12500.0,17.0,https://yt3.ggpht.com/V0APJi-To8BQLLNvDvCtul53gZMNNJgudfGsOJg5SxVcDzWxkHZb7Btk3WymXBb5W2soNUXM2w=s800-c-k-c0x00ffffff-no-rj,2021-12,1776.0,855.0,141.0,15.0,1.0,0.0,16.0,8.0,13910.0,869.0,449.0,29.0,USD,green
UC-ENagPkiLO3u2nlhTZVDHQ,Ayane Hylo,Ayane Hylo,Twitch Independents,,12500.0,17.0,https://yt3.ggpht.com/V0APJi-To8BQLLNvDvCtul53gZMNNJgudfGsOJg5SxVcDzWxkHZb7Btk3WymXBb5W2soNUXM2w=s800-c-k-c0x00ffffff-no-rj,2022-01,13.0,1.0,12.0,1.0,0.0,0.0,,,,,,,,
UC-ENagPkiLO3u2nlhTZVDHQ,Ayane Hylo,Ayane Hylo,Twitch Independents,,12500.0,17.0,https://yt3.ggpht.com/V0APJi-To8BQLLNvDvCtul53gZMNNJgudfGsOJg5SxVcDzWxkHZb7Btk3WymXBb5W2soNUXM2w=s800-c-k-c0x00ffffff-no-rj,2022-02,14.0,1.0,13.0,1.0,0.0,0.0,,,,,,,,
UC-HKrHYwUV1hX6SEn22Su7Q,amaki channel/竜田 天姫,Tatsuta Amaki,Independents,,0.0,29.0,https://yt3.ggpht.com/ytc/AKedOLSwucQ0Dmn8cc72iY1Un5zO3HgPlI09pz-enzUS=s800-c-k-c0x00ffffff-no-rj,,,,,,,,,,,,,,,
UC-JSeFfovhNsEhftt1WHMvg,NIJISANJI English Official,NIJISANJI English Official,Nijisanji,Official,465000.0,389.0,https://yt3.ggpht.com/ytc/AKedOLTYKTBg4O329mbRm-PjecGAxk5lZqM9GwrUPZzrRg=s800-c-k-c0x00ffffff-no-rj,2021-07,55325.0,0.0,6837.0,0.0,0.0,0.0,165.0,112.0,104017.0,630.0,4448.0,28.0,USD,green
UC-JSeFfovhNsEhftt1WHMvg,NIJISANJI English Official,NIJISANJI English Official,Nijisanji,Official,465000.0,389.0,https://yt3.ggpht.com/ytc/AKedOLTYKTBg4O329mbRm-PjecGAxk5lZqM9GwrUPZzrRg=s800-c-k-c0x00ffffff-no-rj,2021-09,47620.0,0.0,4243.0,0.0,1.0,2.0,47.0,34.0,34634.0,736.0,1644.0,35.0,USD,green
UC-JSeFfovhNsEhftt1WHMvg,NIJISANJI English Official,NIJISANJI English Official,Nijisanji,Official,465000.0,389.0,https://yt3.ggpht.com/ytc/AKedOLTYKTBg4O329mbRm-PjecGAxk5lZqM9GwrUPZzrRg=s800-c-k-c0x00ffffff-no-rj,2021-10,59709.0,0.0,6918.0,0.0,0.0,0.0,42.0,33.0,18299.0,435.0,1739.0,54.0,USD,green
UC-JSeFfovhNsEhftt1WHMvg,NIJISANJI English Official,NIJISANJI English Official,Nijisanji,Official,465000.0,389.0,https://yt3.ggpht.com/ytc/AKedOLTYKTBg4O329mbRm-PjecGAxk5lZqM9GwrUPZzrRg=s800-c-k-c0x00ffffff-no-rj,2021-11,42160.0,0.0,3817.0,0.0,0.0,0.0,,,,,,,,
UC-JSeFfovhNsEhftt1WHMvg,NIJISANJI English Official,NIJISANJI English Official,Nijisanji,Official,465000.0,389.0,https://yt3.ggpht.com/ytc/AKedOLTYKTBg4O329mbRm-PjecGAxk5lZqM9GwrUPZzrRg=s800-c-k-c0x00ffffff-no-rj,2021-12,86077.0,0.0,10525.0,0.0,0.0,1.0,54.0,43.0,34266.0,634.0,2335.0,44.0,USD,green
UC-JSeFfovhNsEhftt1WHMvg,NIJISANJI English Official,NIJISANJI English Official,Nijisanji,Official,465000.0,389.0,https://yt3.ggpht.com/ytc/AKedOLTYKTBg4O329mbRm-PjecGAxk5lZqM9GwrUPZzrRg=s800-c-k-c0x00ffffff-no-rj,2022-02,233687.0,0.0,27144.0,0.0,0.0,2.0,167.0,125.0,156974.0,939.0,5683.0,34.0,USD,green
UC-LsFNFBy1AwPFxbqPUQTEQ,アルタ_イル / Alta il,Alta Il,MAHA5,JP Gen 1,36900.0,148.0,https://yt3.ggpht.com/kST1yj7gf3C5Q0YJWql6R_lHSa75ARbiAnOmGJAXkVdBlfjKwuUfDDJ29QNF0sMO8dU0_zRhuQE=s800-c-k-c0x00ffffff-no-rj,2021-09,6451.0,1480.0,625.0,36.0,2.0,0.0,58.0,26.0,33420.0,576.0,1402.0,26.0,JPY,lightblue
UC-LsFNFBy1AwPFxbqPUQTEQ,アルタ_イル / Alta il,Alta Il,MAHA5,JP Gen 1,36900.0,148.0,https://yt3.ggpht.com/kST1yj7gf3C5Q0YJWql6R_lHSa75ARbiAnOmGJAXkVdBlfjKwuUfDDJ29QNF0sMO8dU0_zRhuQE=s800-c-k-c0x00ffffff-no-rj,2021-10,23337.0,9901.0,1053.0,44.0,5.0,0.0,123.0,34.0,78790.0,640.0,3012.0,26.0,JPY,lightblue
UC-LsFNFBy1AwPFxbqPUQTEQ,アルタ_イル / Alta il,Alta Il,MAHA5,JP Gen 1,36900.0,148.0,https://yt3.ggpht.com/kST1yj7gf3C5Q0YJWql6R_lHSa75ARbiAnOmGJAXkVdBlfjKwuUfDDJ29QNF0sMO8dU0_zRhuQE=s800-c-k-c0x00ffffff-no-rj,2021-11,7361.0,4333.0,492.0,35.0,3.0,0.0,50.0,19.0,44050.0,881.0,751.0,20.0,JPY,yellow
UC-LsFNFBy1AwPFxbqPUQTEQ,アルタ_イル / Alta il,Alta Il,MAHA5,JP Gen 1,36900.0,148.0,https://yt3.ggpht.com/kST1yj7gf3C5Q0YJWql6R_lHSa75ARbiAnOmGJAXkVdBlfjKwuUfDDJ29QNF0sMO8dU0_zRhuQE=s800-c-k-c0x00ffffff-no-rj,2021-12,4035.0,1924.0,284.0,29.0,6.0,0.0,18.0,10.0,9390.0,521.0,262.0,20.0,JPY,lightblue
