node,degree_in,degree_out,betweenness,pagerank,eigenvector
elpnmoe,1,0,0.0,0.0006968490254038045,0.0
cangtip,1,0,0.0,0.0006968490254038045,0.0
kafir_extrovert,1,0,0.0,0.0006968490254038045,0.0
bitenoexcuse,1,0,0.0,0.0006968490254038045,0.0
jeongmuyaho,1,0,0.0,0.0006968490254038045,0.0
megatop99,1,0,0.0,0.0006968490254038045,0.0
jatamnas,1,0,0.0,0.0006968490254038045,0.0
mfatahilahakbar,1,0,0.0,0.0006968490254038045,0.0
ingincium,1,0,0.0,0.0006968490254038045,0.0
mrcorleoneeeeee,1,0,0.0,0.0006968490254038045,0.0
hrshsbllh,2,0,0.0,0.0006968490254038045,0.0
shitlicious,1,0,0.0,0.0006968490254038045,0.0
v3g3l,1,0,0.0,0.0006968490254038045,0.0
bincangurban,1,0,0.0,0.0006968490254038045,0.0
anggaandinata,1,0,0.0,0.0006968490254038045,0.0
choaciao,1,0,0.0,0.0006968490254038045,0.0
txtdarihi,1,0,0.0,0.0006968490254038045,0.0
inorii_yuzuriha,1,0,0.0,0.0006968490254038045,0.0
wilsur12,2,0,0.0,0.0006968490254038045,0.0
mythicalforest,1,0,0.0,0.0006968490254038045,0.0
salternativee,1,0,0.0,0.0006968490254038045,0.0
adhagontha,1,0,0.0,0.0006968490254038045,0.0
ngiungiungiu_,2,0,0.0,0.0006968490254038045,0.0
kindofbitxh,1,0,0.0,0.0006968490254038045,0.0
mardanijgmw,1,0,0.0,0.0006968490254038045,0.0
yasminemirzha,1,0,0.0,0.0006968490254038045,0.0
cuszday,1,0,0.0,0.0006968490254038045,0.0
gemariees,1,0,0.0,0.0006968490254038045,0.0
henry84wu,1,0,0.0,0.0006968490254038045,0.0
radarbwi,1,0,0.0,0.0006968490254038045,0.0
rctiplus,1,0,0.0,0.0006968490254038045,0.0
analisacrypto,1,0,0.0,0.0006968490254038045,0.0
kousukeeiji16,1,0,0.0,0.0006968490254038045,0.0
epricila10,1,0,0.0,0.0006968490254038045,0.0
nobody_2811,1,0,0.0,0.0006968490254038045,0.0
